,NMP_corr,NMP_pval,NMP_qval,NMP_ci_low,NMP_ci_high,gene_annotation
ENSMUSG00000008855,-0.00044567812291960063,0.8940703044495615,0.8956754575993812,-0.0070056553713000475,0.0061143374836948265,Hdac5
ENSMUSG00000020905,-0.0004735073025888674,0.8874985212507737,0.889128154965887,-0.0070334831855824375,0.00608650933381508,Usp43
ENSMUSG00000020891,-0.00047962766346810006,0.8860542359063142,0.8877174406256356,-0.007039603244814573,0.0060803891980503524,Alox8
ENSMUSG00000035095,-0.0005513830687098061,0.8691508469457789,0.8708178573439201,-0.007111355076875839,0.006008636395405814,Fam167a
ENSMUSG00000026582,-0.0005622608102937977,0.8665933974120854,0.8682909358986909,-0.007122232270888273,0.005997759042465508,Sele
ENSMUSG00000025127,-0.0005635854120165194,0.8662820670951078,0.8680144191045622,-0.007123556805826218,0.005996434487962584,Gcgr
ENSMUSG00000024084,-0.0005676924720399203,0.8653168884243945,0.8670826971102658,-0.007127663658630411,0.005992327574202548,Qpct
ENSMUSG00000029787,-0.0005739937810182312,0.863836441761235,0.8656345585127889,-0.0071339646492497985,0.005986026489200429,Avl9
ENSMUSG00000024778,-0.0005954788308714932,0.8587923090136814,0.8606150518736289,-0.007155448609705035,0.005964542199104046,Fas
ENSMUSG00000043644,-0.0006187927265797128,0.853325330200203,0.8552761065919081,-0.007178761316432585,0.005941229120973273,0610009L18Rik
ENSMUSG00000040963,-0.0006249729726205322,0.8518772660888132,0.8538595891819776,-0.007184941246092584,0.00593504909046712,Asgr2
ENSMUSG00000043154,-0.0006582899903547161,0.8440796325749772,0.8461128950712791,-0.007218256549620997,0.0059017332260240685,Ppp2r3a
ENSMUSG00000033837,-0.00073323553713962,0.8265959727330309,0.8286547843102109,-0.007293198187132328,0.005826790220305115,Foxh1
ENSMUSG00000053268,-0.0007377337743009786,0.8255492406053678,0.8276392386828497,-0.007297696187314675,0.0058222921333145276,Dspp
ENSMUSG00000003581,-0.000796148057683705,0.8119851396713522,0.8141405296365842,-0.007356107369172181,0.005763879775948039,Rnf215
ENSMUSG00000021998,-0.0008118701209129435,0.8083438298900587,0.810522654229385,-0.00737182858998767,0.005748158223455449,Lcp1
ENSMUSG00000033161,-0.0008312683878865973,0.803856814800924,0.806056463834686,-0.007391225813101703,0.005728760582172161,Atp1a1
ENSMUSG00000086177,-0.0008412311267092262,0.8015548322485675,0.8037810096947733,-0.007401188013890597,0.0057187981627784415,Gm14616
ENSMUSG00000029530,-0.0008563036277944301,0.7980754705470773,0.8003246723388409,-0.007416259698516172,0.005703726142477871,Ccr9
ENSMUSG00000026829,-0.0008903398610461188,0.7902333278856631,0.7925575435559151,-0.007450294077100971,0.005669690983953859,Gbgt1
ENSMUSG00000030509,-0.0009244289848647868,0.7824002327372783,0.7847334659980252,-0.007484381328137112,0.005635602921298823,Asb7
ENSMUSG00000071553,-0.0009461978925888091,0.7774095760769401,0.7797597806945433,-0.007506149031948296,0.005613834683244684,Cpa2
