,Mid-Hind Gut_corr,Mid-Hind Gut_pval,Mid-Hind Gut_qval,Mid-Hind Gut_ci_low,Mid-Hind Gut_ci_high,gene_annotation
ENSMUSG00000031781,0.5546649883809227,0.0,0.0,0.5478986411018006,0.5613587647492909,Ciapin1
ENSMUSG00000030269,0.554589787335365,0.0,0.0,0.5478226297891057,0.5612843750680584,Mtmr14
ENSMUSG00000030043,0.5543502968493116,0.0,0.0,0.5475805596143934,0.5610474677885378,Tacr1
ENSMUSG00000021959,0.5542349632384217,0.0,0.0,0.5474639840836316,0.5609333778045162,Lats2
ENSMUSG00000026735,0.5540619431873602,0.0,0.0,0.5472891014341691,0.5607622229283165,Ptf1a
ENSMUSG00000097370,0.5537278102728536,0.0,0.0,0.546951373180241,0.5604316903820633,4930467K11Rik
ENSMUSG00000033967,0.5536634481682683,0.0,0.0,0.546886318779423,0.5603680215504385,Rnf225
ENSMUSG00000070644,0.5533858764608008,0.0,0.0,0.546605762373013,0.5600934387839924,Etnk2
ENSMUSG00000029186,0.5533449411785181,0.0,0.0,0.5465643870468005,0.5600529441753369,Pi4k2b
ENSMUSG00000044857,0.5532188191838399,0.0,0.0,0.5464369094807083,0.559928179698786,Lemd2
ENSMUSG00000024682,0.5531901243584816,0.0,0.0,0.5464079062844701,0.5598997936886102,Gif
ENSMUSG00000031824,0.5531462697578762,0.0,0.0,0.5463635804288636,0.5598564110230361,6430548M08Rik
ENSMUSG00000069302,0.5531197187822252,0.0,0.0,0.5463367441588513,0.5598301457540447,Hist1h2ah
ENSMUSG00000045775,0.553111204943313,0.0,0.0,0.5463281388403651,0.5598217235270075,Slc16a5
ENSMUSG00000110951,0.5530933922190374,0.0,0.0,0.5463101347263997,0.5598041024693705,RP23-120N6.1
ENSMUSG00000033508,0.553014523385297,0.0,0.0,0.5462304185579265,0.5597260821989904,Asprv1
ENSMUSG00000040006,0.5529373572818792,0.0,0.0,0.5461524235321552,0.5596497462238034,Ginm1
ENSMUSG00000051650,0.5529045145943288,0.0,0.0,0.5461192280824112,0.5596172568128128,B3gnt2
ENSMUSG00000085486,0.5528518242217395,0.0,0.0,0.5460659718088337,0.5595651331678358,Gm11634
ENSMUSG00000021978,0.552760603449072,0.0,0.0,0.5459737714436835,0.5594748934228666,Extl3
ENSMUSG00000044390,0.5527513799533198,0.0,0.0,0.5459644489087317,0.5594657691117216,Tigd3
ENSMUSG00000028878,0.5527063336503039,0.0,0.0,0.5459189189358373,0.5594212071895011,Fam76a
ENSMUSG00000097296,0.5526842544830491,0.0,0.0,0.5458966027154181,0.5593993654243269,Gm26532
ENSMUSG00000059043,0.5526041896790839,0.0,0.0,0.545815678375795,0.5593201614238417,Olfr15
ENSMUSG00000102897,0.5525228053833576,0.0,0.0,0.5457334205087961,0.5592396519922207,Gm37853
ENSMUSG00000043924,0.5524957816050318,0.0,0.0,0.5457061066887476,0.5592129186858223,Ncmap
ENSMUSG00000023393,0.5524576178272613,0.0,0.0,0.5456675333300651,0.5591751650972909,Slc17a9
ENSMUSG00000031732,0.5524139081242411,0.0,0.0,0.5456233545615587,0.5591319251576062,Phlpp2
ENSMUSG00000105227,0.5523278368435951,0.0,0.0,0.5455363597275262,0.55904677880802,Gm42624
ENSMUSG00000079625,0.5522517083528741,0.0,0.0,0.5454594144925118,0.5589714682839861,Tm4sf19
ENSMUSG00000031591,0.5521671129505539,0.0,0.0,0.5453739116429631,0.5588877816914978,Asah1
ENSMUSG00000040848,0.5520885779808479,0.0,0.0,0.545294534362288,0.5588100903017575,Sft2d2
ENSMUSG00000054364,0.5519978724241116,0.0,0.0,0.5452028561130394,0.5587203589079917,Rhob
ENSMUSG00000020130,0.5519728854934142,0.0,0.0,0.5451776012603838,0.5586956403052284,Tbc1d15
ENSMUSG00000057531,0.5519351392139209,0.0,0.0,0.5451394502704121,0.5586582993502388,Dtnbp1
ENSMUSG00000010095,0.551923417654642,0.0,0.0,0.5451276030398952,0.558646703653056,Slc3a2
ENSMUSG00000018698,0.5519026038401281,0.0,0.0,0.5451065660793499,0.5586261133236894,Lhx1
ENSMUSG00000025228,0.5518604809383267,0.0,0.0,0.545063991601826,0.5585844426847413,Actr1a
