,Surface ectoderm_corr,Surface ectoderm_pval,Surface ectoderm_qval,Surface ectoderm_ci_low,Surface ectoderm_ci_high,gene_annotation
ENSMUSG00000039092,0.4534153611032516,0.0,0.0,0.4481884567948245,0.45861126377561595,Sptlc3
ENSMUSG00000027186,0.4523049876731457,0.0,0.0,0.4470715046080239,0.4575075058734009,Elf5
ENSMUSG00000049093,0.4493680233762148,0.0,0.0,0.4441172180140538,0.4545879625205348,Il23r
ENSMUSG00000046719,0.44915674313603554,0.0,0.0,0.4439046960393136,0.45437793118874853,Nxph3
ENSMUSG00000041523,0.44726855675704186,0.0,0.0,0.4420054386610795,0.45250088037983843,Upk2
ENSMUSG00000030739,0.44683149480242723,0.0,0.0,0.44156582080760404,0.4520663893879062,Myh14
ENSMUSG00000029055,0.4454747362274172,0.0,0.0,0.44020114413694267,0.4507175959513209,Plch2
ENSMUSG00000023909,0.44405336889617775,0.0,0.0,0.43877150778184815,0.44930454738104764,Paqr4
ENSMUSG00000025504,0.4439418167020641,0.0,0.0,0.43865930774721046,0.4491936469505666,Eps8l2
ENSMUSG00000084128,0.4424749483075059,0.0,0.0,0.43718393582051385,0.447735333940638,Esrp2
ENSMUSG00000000303,0.4417074147445612,0.0,0.0,0.4364119641636008,0.4469722657993222,Cdh1
ENSMUSG00000052302,0.44043797537338275,0.0,0.0,0.43513520164899117,0.4457101950641429,Tbc1d30
ENSMUSG00000039457,0.44000780724988364,0.0,0.0,0.434702556808841,0.4452825191563132,Ppl
ENSMUSG00000026989,0.43919464961152144,0.0,0.0,0.43388472406036066,0.44447406604108153,Dapl1
ENSMUSG00000039728,0.4386351869748653,0.0,0.0,0.4333220499706079,0.443917835181142,Slc6a5
ENSMUSG00000043782,0.4376415703499425,0.0,0.0,0.43232273995252946,0.4429299482192355,Ccdc64b
ENSMUSG00000038576,0.43752630295972345,0.0,0.0,0.4322068129293757,0.44281534468399486,Susd4
ENSMUSG00000006154,0.43593597880391916,0.0,0.0,0.43060740587935004,0.4412341619792903,Eps8l1
ENSMUSG00000020467,0.4326191815161026,0.0,0.0,0.4272717728944026,0.4379363243450237,Efemp1
ENSMUSG00000036225,0.43252486890450725,0.0,0.0,0.42717692682115366,0.437842548755788,Kctd1
ENSMUSG00000099957,0.432121027487572,0.0,0.0,0.4267708024816973,0.4374410055305824,2610027F03Rik
ENSMUSG00000021298,0.4317864282319914,0.0,0.0,0.42643431336538085,0.4371083088144753,Gpr132
ENSMUSG00000033726,0.43139444450421155,0.0,0.0,0.42604011754602533,0.43671855206318955,Emx1
ENSMUSG00000040728,0.43095394290427413,0.0,0.0,0.4255971324784491,0.4362805506990379,Esrp1
ENSMUSG00000021684,0.4301319635849774,0.0,0.0,0.4247705258550216,0.4354632300887968,Pde8b
ENSMUSG00000038903,0.4295988977219747,0.0,0.0,0.4242344638948057,0.43493318076980875,Ccdc68
ENSMUSG00000023039,0.42943663550747546,0.0,0.0,0.424071290431766,0.43477183604025843,Krt7
ENSMUSG00000026972,0.42878928991150483,0.0,0.0,0.42342031287411364,0.4341281473442291,Arrdc1
ENSMUSG00000030873,0.42830396238587465,0.0,0.0,0.4229322660330927,0.43364555789155373,Scnn1b
ENSMUSG00000032013,0.42830133249373287,0.0,0.0,0.42292962141401763,0.43364294282813065,Trim29
ENSMUSG00000050640,0.4282586461440613,0.0,0.0,0.422886696041095,0.4336004971540254,Tmem150c
ENSMUSG00000038781,0.42739058872089886,0.0,0.0,0.4220137831392152,0.43273732889795447,Stap2
ENSMUSG00000039813,0.42573647148874294,0.0,0.0,0.42035044120152576,0.43109250102594054,Tbc1d2
ENSMUSG00000027412,0.4253789036973986,0.0,0.0,0.41999088407910495,0.4307369366211027,Lpin3
ENSMUSG00000000901,0.4251994059779599,0.0,0.0,0.41981038836045836,0.4305584439672357,Mmp11
ENSMUSG00000036899,0.4233598773220196,0.0,0.0,0.4179606565762258,0.4287291912643195,Trpv5
ENSMUSG00000031535,0.42269347283451486,0.0,0.0,0.4172905668564401,0.4280664985739625,Dkk4
ENSMUSG00000001773,0.4216077979509909,0.0,0.0,0.4161989007477727,0.4269868584013477,Folh1
ENSMUSG00000020901,0.42132263219367344,0.0,0.0,0.4159121639077683,0.42670327519136564,Pik3r5
ENSMUSG00000048450,0.41992780946931213,0.0,0.0,0.4145096720930719,0.42531617788871895,Msx1
