,Mesenchyme_corr,Mesenchyme_pval,Mesenchyme_qval,Mesenchyme_ci_low,Mesenchyme_ci_high,gene_annotation
ENSMUSG00000074922,0.6461294486833934,0.0,0.0,0.642291874247659,0.6499346284820511,Fam122a
ENSMUSG00000000594,0.6461139576196454,0.0,0.0,0.6422762516970724,0.6499192685686197,Gm2a
ENSMUSG00000043153,0.6456751208006739,0.0,0.0,0.6418336913929175,0.6494841457349547,Ispd
ENSMUSG00000036545,0.6456750091421704,0.0,0.0,0.6418335787873287,0.6494840350211274,Adamts2
ENSMUSG00000051730,0.6455748706727358,0.0,0.0,0.6417325910120296,0.6493847436987775,Mettl5
ENSMUSG00000045409,0.6451148086885476,0.0,0.0,0.6412686288096839,0.6489285720577075,Trim39
ENSMUSG00000029661,0.6450893529701431,0.0,0.0,0.6412429573701758,0.6489033315160693,Col1a2
ENSMUSG00000043432,0.6444226113036596,0.0,0.0,0.6405705685561922,0.6482422228165344,Leng9
ENSMUSG00000036098,0.6443499874853656,0.0,0.0,0.6404973299877106,0.6481702122127704,Myrf
ENSMUSG00000026589,0.6441302689294871,0.0,0.0,0.6402757519725634,0.6479523484808161,Sec16b
ENSMUSG00000026837,0.6441209708283642,0.0,0.0,0.6402663751965563,0.647943128858772,Col5a1
ENSMUSG00000006931,0.6427135380733664,0.0,0.0,0.6388470468472819,0.6465475623908132,P3h4
ENSMUSG00000027750,0.6412178332950124,0.0,0.0,0.6373387292483866,0.6450644400082286,Postn
ENSMUSG00000022371,0.641018161899636,0.0,0.0,0.6371373763341162,0.6448664461262299,Col14a1
ENSMUSG00000062905,0.6406766080994167,0.0,0.0,0.636792947390148,0.6445277606485993,Vmn1r32
