,Extra-Embryonic ectoderm_2_corr,Extra-Embryonic ectoderm_2_pval,Extra-Embryonic ectoderm_2_qval,Extra-Embryonic ectoderm_2_ci_low,Extra-Embryonic ectoderm_2_ci_high,gene_annotation
ENSMUSG00000020354,0.17236799533353092,1.211440893668969e-179,3.0001012720875906e-179,0.16075927662443373,0.1839290307304637,Sgcd
ENSMUSG00000025204,0.17234305787548215,1.3668644756564363e-179,3.3841655747869186e-179,0.16073423978322837,0.18390419913185965,Ndufb8
ENSMUSG00000014778,0.17230627197902584,1.6332075833175447e-179,4.042593028013724e-179,0.16069730731135254,0.18386756936449947,Fhod1
ENSMUSG00000006344,0.17229867556822492,1.6943579626556517e-179,4.192917502241157e-179,0.16068968063628639,0.18386000519087967,Ggt5
ENSMUSG00000043088,0.17227073224505818,1.9396404984293765e-179,4.7987147412898975e-179,0.16066162599824368,0.18383218044008717,Il17re
ENSMUSG00000022769,0.1722232726483027,2.4401833478249956e-179,6.03557592833291e-179,0.16061397738467226,0.1837849221869804,Sdf2l1
ENSMUSG00000055675,0.1722093090435221,2.6106640952712956e-179,6.455648108979465e-179,0.16059995817749834,0.18377101781153118,Kbtbd11
ENSMUSG00000019791,0.1721903156853264,2.8618026828943958e-179,7.07491392557329e-179,0.16058088919619537,0.18375210500991238,Hint3
ENSMUSG00000092275,0.17215707012002956,3.360845630652127e-179,8.306588311053205e-179,0.1605475112827007,0.18371900042850825,Gm20465
ENSMUSG00000012117,0.17212042346552783,4.012196400392679e-179,9.914001483549984e-179,0.1605107187712762,0.18368250915045042,Dhdds
ENSMUSG00000061603,0.17208707131270562,4.71394141289596e-179,1.1645112186007806e-178,0.16047723390198174,0.1836492983781687,Akap6
ENSMUSG00000022146,0.17206914416923344,5.140495281802874e-179,1.2695715687337304e-178,0.16045923543301024,0.18363144721736174,Osmr
ENSMUSG00000031097,0.1720654892462778,5.232080762631087e-179,1.2918717932422436e-178,0.16045556596941016,0.18362780778454876,Tnni2
ENSMUSG00000068854,0.1719762172043325,8.052818905637706e-179,1.9878595175605298e-178,0.16036593886968803,0.1835389139932371,Hist2h2be
ENSMUSG00000027832,0.17197093814903572,8.260740302619854e-179,2.038682206964426e-178,0.16036063882423168,0.1835336572996707,Ptx3
ENSMUSG00000071856,0.17195295384811438,9.010154089340782e-179,2.2230826768667116e-178,0.16034258302058965,0.18351574917409913,Mcc
ENSMUSG00000038067,0.171932865458745,9.927793391181861e-179,2.448888355002926e-178,0.16032241477216524,0.1834957458632045,Csf3
ENSMUSG00000075102,0.17192689038787382,1.0218331553872415e-178,2.5199337987354903e-178,0.16031641594996549,0.18348979609614388,Olfr1221
ENSMUSG00000030630,0.17191499970972549,1.0822022729386797e-178,2.668151560499703e-178,0.16030447800808373,0.183477955771274,Fah
ENSMUSG00000032436,0.17189384166510846,1.1985635104930664e-178,2.9543098607174425e-178,0.1602832358716851,0.18345688731601845,Cmtm7
ENSMUSG00000051403,0.17181003925031424,1.7958673428802145e-178,4.4233185785226955e-178,0.16019910049328007,0.18337343964084676,Ppp1r37
ENSMUSG00000030209,0.17178486961901165,2.027686237239006e-178,4.993071256436853e-178,0.16017383089098688,0.18334837652125277,Grin2b
ENSMUSG00000040888,0.1717669209551581,2.2110336412251457e-178,5.443214281696567e-178,0.16015581094632245,0.18333050380256172,Gfer
ENSMUSG00000103115,0.1717653814193508,2.2275107420624678e-178,5.482428604633196e-178,0.16015426529680699,0.1833289707805489,Gm37584
ENSMUSG00000024659,0.1717576572726235,2.3120491085661127e-178,5.689097215959924e-178,0.16014651047729161,0.18332127931393025,Anxa1
ENSMUSG00000032363,0.17167696145242023,3.4115938197688476e-178,8.390540629042911e-178,0.16006549429758624,0.18324092482518603,Adamts7
ENSMUSG00000042305,0.17167317078629735,3.47449811079502e-178,8.54314755543403e-178,0.16006168858650208,0.1832371501892239,Tmem183a
ENSMUSG00000020704,0.171605444089376,4.815354159114847e-178,1.1837153783468159e-177,0.15999369314394107,0.1831697098409178,Asic2
ENSMUSG00000043091,0.1715487601281576,6.327150471640012e-178,1.5549644806193197e-177,0.15993678434036038,0.18311326545593368,Tuba1c
ENSMUSG00000035262,0.17146539738212352,9.451962632793214e-178,2.322349541226834e-177,0.15985309106823878,0.18303025490619299,Amh
ENSMUSG00000032937,0.17146001861125232,9.69987235028523e-178,2.3826755957468017e-177,0.159847690976739,0.18302489885423573,Fshr
ENSMUSG00000030428,0.1714416289538395,1.0597555699616529e-177,2.602543148235886e-177,0.1598292284307749,0.18300658686608223,Ttyh1
ENSMUSG00000020332,0.17142038339431773,1.1738416677642063e-177,2.8820075319523846e-177,0.1598078986732708,0.1829854310278154,Meikin
ENSMUSG00000029438,0.17141269451625357,1.218086218740173e-177,2.989902353314121e-177,0.1598001793261928,0.1829777746176986,Bcl7a
ENSMUSG00000041740,0.17139373719593523,1.3344196688592123e-177,3.2746494941330365e-177,0.15978114688903713,0.18295889734276408,Rnf10
ENSMUSG00000102203,0.17131058999055104,1.9906103414402484e-177,4.8837348906777435e-177,0.1596976703215991,0.1828761011173865,4930412E21Rik
ENSMUSG00000025195,0.1712621616276243,2.512527546331696e-177,6.1626871384147555e-177,0.1596490502011599,0.18282787710409343,Dnmbp
ENSMUSG00000044533,0.17121713925859164,3.1195763148003367e-177,7.647894863447749e-177,0.15960384961156449,0.18278304466275003,Rps2
ENSMUSG00000104301,0.17116570486272786,3.994229271053647e-177,9.789777625131489e-177,0.15955221167278957,0.18273182718496397,Wdr49
ENSMUSG00000047171,0.1711604166483163,4.09700868341704e-177,1.0039227354611712e-176,0.15954690253476797,0.18272656126937073,Helt
ENSMUSG00000028185,0.1711111598473503,5.1906754516461325e-177,1.27097831822873e-176,0.15949745087418432,0.18267751213772243,Dnase2b
ENSMUSG00000038569,0.17098152204961548,9.671975728119236e-177,2.367101255046313e-176,0.1593673005086373,0.1825484206247365,Rad9b
ENSMUSG00000056487,0.17096562351015285,1.043873871059052e-176,2.5541323001200194e-176,0.15935133913659918,0.1825325890531704,Mettl7a2
ENSMUSG00000098040,0.17093038451333495,1.2361605090346155e-176,3.023136485777979e-176,0.15931596089348052,0.1824974984688258,Gm20757
ENSMUSG00000042289,0.17078911352364504,2.4337435908516e-176,5.949018799441701e-176,0.15917413197336988,0.18235682215982782,Hsd3b7
ENSMUSG00000025027,0.17076606650139173,2.7179776735946864e-176,6.642174177895127e-176,0.15915099397554636,0.1823338721091562,Xpnpep1
ENSMUSG00000041809,0.17068334636998764,4.0398540960235706e-176,9.870154155933473e-176,0.15906794742066308,0.18225149992333065,Efhc1
ENSMUSG00000057280,0.17065969550518928,4.524396585140811e-176,1.1051286236299001e-175,0.15904420325695587,0.1822279485112834,Musk
ENSMUSG00000047976,0.1706293207170981,5.232761920309111e-176,1.2778417387812237e-175,0.15901370866485587,0.18219770143081565,Kcna1
ENSMUSG00000063873,0.1706187461094023,5.504528147169786e-176,1.3438789421801234e-175,0.15900309235407367,0.1821871712778153,Slc24a3
ENSMUSG00000034456,0.1706043890982233,5.896198537243428e-176,1.438799057404448e-175,0.15898867872744085,0.18217287461796727,Uroc1
ENSMUSG00000025916,0.17058344071776277,6.518151275710807e-176,1.5901808430619193e-175,0.1589676477479968,0.18215201428763342,Ppp1r42
ENSMUSG00000021647,0.17058037034536394,6.614657342427922e-176,1.6133310591287614e-175,0.15896456527007582,0.1821489568197333,Cartpt
ENSMUSG00000028071,0.17057561962412748,6.766798684479144e-176,1.6500362556642633e-175,0.15895979581867137,0.18214422606490954,Sh2d2a
ENSMUSG00000021373,0.17043479140675777,1.3274112870653595e-175,3.236009963591808e-175,0.15881841261897556,0.1820039894795306,Cap2
ENSMUSG00000032841,0.17042452529455898,1.3942059656755046e-175,3.3980160021338155e-175,0.1588081060682399,0.18199376647778645,Prr5l
ENSMUSG00000021681,0.1704220080661265,1.4110899345921796e-175,3.438328300663206e-175,0.15880557892475244,0.1819912598195621,Aggf1
ENSMUSG00000062310,0.1704175504910745,1.4414910213688344e-175,3.511549382140888e-175,0.15880110379223078,0.18198682096214683,Glrp1
ENSMUSG00000026239,0.17039010897217774,1.6435966199769858e-175,4.0029143204505255e-175,0.1587735541973595,0.18195949466151976,Pde6d
ENSMUSG00000003360,0.17036881729662054,1.8197065463875703e-175,4.4307439649076465e-175,0.15875217867889999,0.18193829237067105,Ddx23
ENSMUSG00000034781,0.17035771092260454,1.9189260022244167e-175,4.671192799962066e-175,0.15874102857424338,0.1819272326181198,Gna11
ENSMUSG00000068551,0.17031323924609465,2.373369515052146e-175,5.776027050504128e-175,0.1586963818230254,0.18188294759199453,Zfp467
ENSMUSG00000022450,0.1702769664153256,2.822509620731247e-175,6.86742000177919e-175,0.15865996622968642,0.18184682696579446,Ndufa6
ENSMUSG00000097691,0.1702754088188819,2.8435916245142195e-175,6.91703143885726e-175,0.15865840250356397,0.18184527590448818,9030616G12Rik
ENSMUSG00000026285,0.1702668784200588,2.9618703894665503e-175,7.202992192282467e-175,0.15864983853571565,0.18183678129525532,Pdcd1
ENSMUSG00000053117,0.17017940769180936,4.497743946205086e-175,1.0935433858996076e-174,0.15856202369146713,0.1817496774539055,E330013P04Rik
ENSMUSG00000000093,0.1701689868362704,4.7271850445330126e-175,1.1490483822394294e-174,0.1585515618518018,0.1817393002954605,Tbx2
ENSMUSG00000045867,0.17014787841611503,5.228378431068484e-175,1.2705658398708345e-174,0.15853037042244875,0.18171828037997,Cradd
ENSMUSG00000047547,0.17001599415221255,9.810074666733393e-175,2.382821148101383e-174,0.15839796776393034,0.18158694884899967,Cltb
ENSMUSG00000026394,0.16994767373333333,1.3588258204874858e-174,3.299722730664123e-174,0.1583293789637477,0.18151891460179853,Atp6v1g3
ENSMUSG00000094500,0.1698948110983191,1.7482365935156453e-174,4.2443228781637425e-174,0.15827630874677764,0.18146627331489837,Smim18
ENSMUSG00000040003,0.16988248968678493,1.8539702852344546e-174,4.499927876782657e-174,0.15826393896094734,0.18145400348644233,Magi2
ENSMUSG00000038170,0.1698731575880962,1.9382812667602853e-174,4.703424573550801e-174,0.15825457022653716,0.1814447104537998,Pde4dip
ENSMUSG00000072791,0.16986447816713546,2.0201285121255443e-174,4.900845492783951e-174,0.1582458567339986,0.18143606736478982,Abcb5
ENSMUSG00000097537,0.16985156000088614,2.14838207138314e-174,5.210725373230997e-174,0.15823288786007847,0.18142320327051706,2610020C07Rik
ENSMUSG00000025978,0.1698405417674464,2.2641783788258015e-174,5.4902482512749795e-174,0.15822182637994078,0.18141223115331576,Rftn2
ENSMUSG00000066839,0.169741123954434,3.635429284420076e-174,8.811025895346766e-174,0.1581220184826939,0.18131322931807217,Ecsit
ENSMUSG00000109062,0.1696676757735837,5.157028187636672e-174,1.2492800842143101e-173,0.15804828226677575,0.18124008830383348,Gm44622
ENSMUSG00000026779,0.16964110208055005,5.85220402705318e-174,1.4173417357842529e-173,0.15802160439402474,0.18121362571273228,Mastl
ENSMUSG00000027102,0.1696240821579514,6.345848997925566e-174,1.5365251810957788e-173,0.1580045177552977,0.18119667693991093,Hoxd8
ENSMUSG00000045312,0.16960080977485625,7.088821787729837e-174,1.715590945723581e-173,0.15798115415841443,0.18117350183313968,Lhfpl2
ENSMUSG00000068327,0.16956683593858995,8.332138533761793e-174,2.0160025486962964e-173,0.15794704718843922,0.1811396699811656,Tlx2
ENSMUSG00000036864,0.1694275115212799,1.6158893190601143e-173,3.907833903410192e-173,0.1578071770887371,0.18100092754539487,Proser3
ENSMUSG00000029288,0.16939098217596502,1.9221600570386892e-173,4.6473889193391906e-173,0.1577705047485942,0.18096455071308012,Ambn
ENSMUSG00000032181,0.169359643010687,2.2307128141930606e-173,5.3921025240344704e-173,0.15773904293109403,0.180933342366139,Scg3
ENSMUSG00000027168,0.16932161964993778,2.6722081782767592e-173,6.457728802022134e-173,0.15770087078983558,0.1808954776941112,Pax6
ENSMUSG00000037143,0.1692993157624741,2.9707442143001535e-173,7.177444344769639e-173,0.1576784796462959,0.18087326687491517,Cfap61
ENSMUSG00000022272,0.16926191793174528,3.5479072555594886e-173,8.569824288791036e-173,0.15764093553658937,0.18083602506902413,Myo10
ENSMUSG00000079560,0.16925945594890762,3.5896139286383944e-173,8.668471211394335e-173,0.15763846392505812,0.1808335733564861,Hoxa3
ENSMUSG00000026466,0.16922206227813816,4.286734939422212e-173,1.0349432494983611e-172,0.15760092402738396,0.18079633565782882,Tor1aip1
ENSMUSG00000046719,0.16916526093480844,5.612742815171319e-173,1.354426355012384e-172,0.1575439006282494,0.18073977117414164,Nxph3
ENSMUSG00000024972,0.16914077605556815,6.3040147978493655e-173,1.5208720863327782e-172,0.15751932005317776,0.18071538837238693,Lgals12
ENSMUSG00000044707,0.1691385900415276,6.3697196657183406e-173,1.5363530308051953e-172,0.15751712549609792,0.18071321147114924,Ccnjl
ENSMUSG00000040680,0.169096985529647,7.759109776357377e-173,1.8710175491577952e-172,0.1574753584138314,0.1806717803737347,Kremen2
ENSMUSG00000048277,0.1690575918731604,9.352526265195759e-173,2.2541639588324315e-172,0.15743581086423966,0.18063255087864258,Syngr2
ENSMUSG00000061983,0.16905510783883146,9.463313522593746e-173,2.2803165114683728e-172,0.15743331712716735,0.18063007719455657,Rps12
ENSMUSG00000050966,0.16902237656278996,1.1051595144171079e-172,2.66239343391257e-172,0.15740045801521854,0.1805974822864708,Lin28a
ENSMUSG00000023433,0.16901158492185492,1.1631559213665101e-172,2.801435263406816e-172,0.15738962423188224,0.1805867356010576,Cela3b
ENSMUSG00000000149,0.16900885424812767,1.1783067756391975e-172,2.837242416660721e-172,0.15738688289505354,0.18058401630225793,Gna12
ENSMUSG00000028871,0.16900312786702196,1.2107220288905502e-172,2.9145932327649257e-172,0.15738113415338756,0.1805783137744601,Rspo1
ENSMUSG00000043342,0.1690011713017949,1.2220004317440076e-172,2.9410359368086827e-172,0.15737916994828116,0.18057636535915014,Hoxd9
ENSMUSG00000111565,0.16897519516441104,1.382068375170438e-172,3.3246773518653793e-172,0.1573530923895379,0.18055049741469448,RP23-177D16.3
ENSMUSG00000025389,0.16892553788535436,1.7486312352800945e-172,4.2054623263109536e-172,0.15730324127346315,0.18050104691806712,Mip
ENSMUSG00000028741,0.16887575454688675,2.2135731298903358e-172,5.322368670089771e-172,0.15725326366536221,0.18045147082822233,Mrto4
ENSMUSG00000058297,0.1688506335290743,2.4931654621981316e-172,5.993186207207047e-172,0.1572280446403452,0.1804264543671743,Spock2
ENSMUSG00000038459,0.16884873227522781,2.5157088658403496e-172,6.04592373429548e-172,0.15722613596955903,0.1804245610259704,Abhd17c
ENSMUSG00000057329,0.1688343254454777,2.6932803343742657e-172,6.471120457410537e-172,0.15721167294046318,0.18041021415180947,Bcl2
ENSMUSG00000037419,0.16883170011799786,2.7269619294953594e-172,6.550473047070285e-172,0.15720903737242717,0.18040759974938497,Endod1
ENSMUSG00000097006,0.1688303080415717,2.744991875683158e-172,6.592199509325548e-172,0.1572076398660268,0.1804062134658886,9530082P21Rik
ENSMUSG00000027400,0.16877065212689293,3.6405299288091787e-172,8.740768136396588e-172,0.15714775129947414,0.18034680575767334,Pdyn
ENSMUSG00000043556,0.1687705084249795,3.643006370572772e-172,8.744614427683082e-172,0.1571476070372414,0.1803466626535491,Fbxl7
ENSMUSG00000039316,0.16874832236778176,4.0462409435880025e-172,9.710201448495327e-172,0.15712533447860824,0.18032456888280754,Rftn1
ENSMUSG00000027200,0.168733127707693,4.3478312450659044e-172,1.0431456921943148e-171,0.15711008058273235,0.18030943742059988,Sema6d
ENSMUSG00000035948,0.16872464499960113,4.525859286669861e-172,1.085598293756263e-171,0.1571015648075475,0.1803009899915443,Acss3
ENSMUSG00000040205,0.16865771188178696,6.211366696917475e-172,1.489536378157668e-171,0.15703437083325517,0.18023433518435608,Cuzd1
ENSMUSG00000041592,0.16865195749690187,6.382699671173858e-172,1.5302564543691817e-171,0.1570285940269981,0.18022860472147414,Sdk2
ENSMUSG00000097289,0.16864669004285857,6.543668742240982e-172,1.5684728528861414e-171,0.15702330604955628,0.1802233591644868,2010300F17Rik
ENSMUSG00000075014,0.168616094099077,7.562126443058381e-172,1.8121558694125044e-171,0.15699259090903867,0.1801928903964726,Gm10800
ENSMUSG00000007877,0.1685725571801857,9.290030242617374e-172,2.225690043751168e-171,0.15694888441627622,0.18014953440579032,Tcap
ENSMUSG00000031538,0.1685622977929002,9.751560681363827e-172,2.335703157212893e-171,0.156938585075878,0.18013931764732388,Plat
ENSMUSG00000002105,0.1685399937666829,1.0835464492103253e-171,2.5946993515572924e-171,0.15691619419985614,0.18011710628803243,Slc39a13
ENSMUSG00000109265,0.16848731036694836,1.3897641461166847e-171,3.3271825379858384e-171,0.15686330570330828,0.18006464172605743,Gm45000
ENSMUSG00000036882,0.16848600714793155,1.3983456392611315e-171,3.3469258957901665e-171,0.15686199741169643,0.18006334391955284,Arhgap33
ENSMUSG00000024008,0.1684746836544301,1.475171996982388e-171,3.529964099024618e-171,0.15685062984482137,0.18005206745294064,Cpne5
ENSMUSG00000040387,0.16847430722388598,1.4777971032158643e-171,3.5353997684590057e-171,0.15685025194918475,0.18005169258567427,Klhl32
ENSMUSG00000033722,0.16842510777479983,1.86431361933552e-171,4.456881710101649e-171,0.15680086104189656,0.1800026974279549,BC034090
ENSMUSG00000020496,0.1683953764385814,2.1452614113621674e-171,5.127297828303459e-171,0.1567710140352464,0.17997308951761615,Rnf187
ENSMUSG00000044345,0.16829231882934037,3.4889952919139484e-171,8.33491469640217e-171,0.15666755564241833,0.1798704595766102,Marveld1
ENSMUSG00000020802,0.16826200138209751,4.025414309102594e-171,9.611782017914503e-171,0.1566371203413804,0.17984026789265975,Ube2o
ENSMUSG00000071226,0.16824949129172684,4.2700801512378905e-171,1.0193554908660516e-170,0.15662456162664729,0.1798278096904772,Cecr2
ENSMUSG00000029231,0.1682295400309568,4.691368934779968e-171,1.1196584569880593e-170,0.1566045328268668,0.17980794117400403,Pdgfra
ENSMUSG00000038692,0.16819958765563353,5.403029565057324e-171,1.2891981782527617e-170,0.15657446406193748,0.17977811300308028,Hoxb4
ENSMUSG00000023951,0.16815931651880744,6.5326260397114535e-171,1.5579837919655267e-170,0.15653403647259675,0.17973800882620938,Vegfa
ENSMUSG00000037872,0.16812341160453576,7.73715014654484e-171,1.8448140549701572e-170,0.1564979921013413,0.17970225273753188,Ackr1
ENSMUSG00000110489,0.16811527011410926,8.039765330639555e-171,1.91651140182111e-170,0.15648981899315206,0.17969414498926545,RP23-264J18.2
ENSMUSG00000110218,0.1681019239991172,8.561613364326032e-171,2.0404226321082058e-170,0.15647642105149992,0.1796808541834391,Gm20219
ENSMUSG00000053441,0.1680838664605147,9.32193053675149e-171,2.221093766202404e-170,0.15645829339728543,0.1796628714724242,Adamts19
ENSMUSG00000041777,0.16807985786038152,9.499656121624412e-171,2.262900457747597e-170,0.15645426923322217,0.17965887948224718,Cir1
