,NMP_1_corr,NMP_1_pval,NMP_1_qval,NMP_1_ci_low,NMP_1_ci_high,gene_annotation
ENSMUSG00000041556,0.4070476781285884,0.0,0.0,0.4015599385335723,0.4125061886978357,Fbxo2
ENSMUSG00000087501,0.40650022844689043,0.0,0.0,0.40100957913153534,0.4119616724657679,Gm12116
ENSMUSG00000063142,0.4040057678850784,0.0,0.0,0.3985019105709583,0.4094805288206334,Kcnma1
ENSMUSG00000040610,0.398923227412225,0.0,0.0,0.3933927130247341,0.4044248713533144,Tlx3
ENSMUSG00000085525,0.3988292177563726,0.0,0.0,0.39329821352154126,0.4043313557741101,Gm13166
ENSMUSG00000025204,0.3986971298983164,0.0,0.0,0.3931654376030599,0.4041999619219248,Ndufb8
ENSMUSG00000078706,0.3985160043698547,0.0,0.0,0.39298336894653757,0.40401978768005836,Gm53
ENSMUSG00000030523,0.3956847560897187,0.0,0.0,0.39013743462685885,0.40120335384453065,Trpm1
ENSMUSG00000087379,0.3954025348757886,0.0,0.0,0.3898537553052871,0.4009226036277304,Gm13849
ENSMUSG00000024619,0.39201537836651834,0.0,0.0,0.38644918107616744,0.39755302080064153,Cdx1
ENSMUSG00000042988,0.3914551389006968,0.0,0.0,0.38588607531954183,0.3969956736463454,Notum
ENSMUSG00000048763,0.3906877601466653,0.0,0.0,0.3851147772457152,0.3962322499565152,Hoxb3
ENSMUSG00000063646,0.3900716314722419,0.0,0.0,0.38449550738287774,0.3956192912557001,Jakmip1
ENSMUSG00000097748,0.3889028717480555,0.0,0.0,0.38332080279949804,0.3944565312045241,Gm26533
ENSMUSG00000025479,0.38847726870618227,0.0,0.0,0.38289303942673997,0.3940331085221296,Cyp2e1
ENSMUSG00000022330,0.38717639275090954,0.0,0.0,0.381585575163111,0.39273888231866855,Osr2
ENSMUSG00000020027,0.3868924148107398,0.0,0.0,0.38130016198676187,0.39245635307266064,Socs2
ENSMUSG00000048582,0.38607315966277733,0.0,0.0,0.3804767722638304,0.39164127141518673,Gja3
ENSMUSG00000026344,0.38533375760883454,0.0,0.0,0.37973364625106776,0.3909056285573631,Lypd1
ENSMUSG00000001819,0.38394687541685146,0.0,0.0,0.37833979859258515,0.38952577821903017,Hoxd13
ENSMUSG00000038540,0.38366462033821225,0.0,0.0,0.3780561290321222,0.3892449511799239,Tmc3
ENSMUSG00000053550,0.38355400717681587,0.0,0.0,0.3779449618355735,0.3891348973711265,Shisa7
ENSMUSG00000016496,0.38311725311406586,0.0,0.0,0.37750602175515835,0.38870035034555167,Cd274
ENSMUSG00000045404,0.38305412937737693,0.0,0.0,0.3774425822835332,0.38863754538485523,Kcnk13
ENSMUSG00000038692,0.3825336900391742,0.0,0.0,0.3769195417974991,0.38811973229725444,Hoxb4
ENSMUSG00000028793,0.38249099952528604,0.0,0.0,0.3768766380759684,0.3880772570525102,Rnf19b
ENSMUSG00000036492,0.38199953116322716,0.0,0.0,0.3763827169268785,0.38758826523613493,Rnf39
ENSMUSG00000084898,0.3818967039681481,0.0,0.0,0.3762793769526876,0.387485955797088,Gm12371
ENSMUSG00000031610,0.3785004753390752,0.0,0.0,0.3728662905357554,0.3841067505045166,Scrg1
ENSMUSG00000020227,0.37805307780981384,0.0,0.0,0.3724166836338282,0.3836615843247356,Irak3
ENSMUSG00000055720,0.37735223637339343,0.0,0.0,0.3717123865669574,0.3829642330236459,Ubl7
ENSMUSG00000001566,0.3761264497719682,0.0,0.0,0.3704805716014795,0.3817445353660328,Mnx1
ENSMUSG00000032503,0.3760386776640488,0.0,0.0,0.37039236859615876,0.38165719850451957,Arpp21
ENSMUSG00000028931,0.37488668359614635,0.0,0.0,0.3692347285109755,0.38051090767238527,Kcnab2
ENSMUSG00000021772,0.37430142087240714,0.0,0.0,0.36864660408576755,0.3799285358180418,Nkiras1
ENSMUSG00000070498,0.3741677379449693,0.0,0.0,0.3685122681372206,0.3797955125834044,Tmem132b
ENSMUSG00000039114,0.3738851333421626,0.0,0.0,0.368228283830617,0.3795143017996588,Nrn1
ENSMUSG00000025216,0.3731876732582287,0.0,0.0,0.36752742319421533,0.37882027717022443,Lbx1
ENSMUSG00000025020,0.37222017292960846,0.0,0.0,0.36655521634336746,0.37785753193429106,Slit1
ENSMUSG00000029073,0.3721435898033784,0.0,0.0,0.36647826119764176,0.377781324679874,Cptp
ENSMUSG00000028416,0.3707098762671855,0.0,0.0,0.3650375973888149,0.37635463374339506,Bag1
ENSMUSG00000051062,0.37025792918433437,0.0,0.0,0.36458346501465944,0.37590489483303363,Fbll1
ENSMUSG00000055540,0.3692313539479915,0.0,0.0,0.3635519360275097,0.37488332546599384,Epha6
ENSMUSG00000044176,0.3686962094181409,0.0,0.0,0.3630142146737756,0.374350785008645,Spink10
ENSMUSG00000028249,0.36869221840156524,0.0,0.0,0.3630102044539047,0.37434681339878506,Sdcbp
ENSMUSG00000085463,0.3678356971266393,0.0,0.0,0.3621495667855207,0.3734944522439636,9430024E24Rik
ENSMUSG00000043162,0.3676154275423787,0.0,0.0,0.36192824016511327,0.3732752509634688,Pyurf
ENSMUSG00000034891,0.367479275748974,0.0,0.0,0.3617914353231261,0.3731397591879302,Sncb
ENSMUSG00000110949,0.3670062474918137,0.0,0.0,0.36131614010204716,0.37266902213520264,Nudt8
ENSMUSG00000057315,0.36620289264910305,0.0,0.0,0.36050894199707784,0.3718695518201131,Arhgap24
ENSMUSG00000039911,0.36566591132563736,0.0,0.0,0.35996939650193555,0.37133516231913416,Spsb1
ENSMUSG00000027859,0.3654210884483143,0.0,0.0,0.3597234058208631,0.37109151987031486,Ngf
ENSMUSG00000038253,0.364929483180213,0.0,0.0,0.3592294579903783,0.37060228254930183,Hoxa5
ENSMUSG00000045083,0.36489304733755196,0.0,0.0,0.3591928486533544,0.37056602208423134,Lingo2
ENSMUSG00000034216,0.3645794906685379,0.0,0.0,0.35887779966546135,0.3702539739509639,Vps18
ENSMUSG00000105076,0.364338763806916,0.0,0.0,0.3586359279874454,0.37001440436847277,A930003O13Rik
ENSMUSG00000109814,0.3633202972806923,0.0,0.0,0.3576126264483035,0.36900082570303355,RP23-478L20.2
ENSMUSG00000001657,0.3625590465995987,0.0,0.0,0.3568477707979252,0.36824321961937345,Hoxc8
ENSMUSG00000043460,0.36208594723630544,0.0,0.0,0.3563724348893031,0.3677723814840505,Elfn2
ENSMUSG00000067604,0.3612791535577088,0.0,0.0,0.3555618339701184,0.36696943723476244,Nms
ENSMUSG00000027581,0.3611905921323241,0.0,0.0,0.3554728551492928,0.3668812978432594,Stmn3
ENSMUSG00000038600,0.3610540622255614,0.0,0.0,0.3553356819717192,0.36674541836098307,Atp6v0a4
ENSMUSG00000019718,0.36062025326027863,0.0,0.0,0.35489983071780573,0.3663136744374169,L3hypdh
ENSMUSG00000059146,0.3604563642792489,0.0,0.0,0.3547351708263266,0.36615056497186316,Ntrk3
ENSMUSG00000090272,0.35982778657204495,0.0,0.0,0.35410363966986935,0.3655249737638619,Mndal
ENSMUSG00000022039,0.3593034667226536,0.0,0.0,0.3535768602330025,0.3650031411262935,Adam2
ENSMUSG00000028937,0.35928742662712265,0.0,0.0,0.35356074495054973,0.36498717706357836,Acot7
ENSMUSG00000028640,0.35876715729989683,0.0,0.0,0.35303803873745393,0.364469372085129,Tfap2c
ENSMUSG00000038745,0.35857100834741834,0.0,0.0,0.3528409719726094,0.36427415131194485,Nlrp6
ENSMUSG00000091053,0.3580185053916491,0.0,0.0,0.35228588649955667,0.3637242601128068,Gm9742
ENSMUSG00000007946,0.35710193607930674,0.0,0.0,0.3513650418409223,0.36281201477751024,Phox2a
ENSMUSG00000028964,0.35666072835852686,0.0,0.0,0.3509217800599578,0.3623728845814939,Park7
ENSMUSG00000023236,0.35634255789575775,0.0,0.0,0.3506021299379601,0.36205621072134153,Scg5
ENSMUSG00000005232,0.3561603336287043,0.0,0.0,0.3504190588350186,0.36187484300247347,G6pc2
ENSMUSG00000046844,0.3559090198843045,0.0,0.0,0.35016657790061056,0.36162470985276984,Vat1l
ENSMUSG00000026645,0.35501439054897704,0.0,0.0,0.34926780036217936,0.36073427653284906,Olah
ENSMUSG00000081683,0.35483639829558,0.0,0.0,0.34908898405829325,0.3605571178600177,Fzd10
ENSMUSG00000023781,0.35432184827270274,0.0,0.0,0.3485720541778215,0.3600449752774542,Hes7
ENSMUSG00000046999,0.35397412415347573,0.0,0.0,0.348222723772073,0.3596988761121137,1110032F04Rik
ENSMUSG00000086077,0.35366675196591396,0.0,0.0,0.3479139330309297,0.35939293899763236,Gm14396
ENSMUSG00000097723,0.3533168884738118,0.0,0.0,0.34756245640250505,0.3590447074660129,Gm26848
ENSMUSG00000041078,0.35272448165759607,0.0,0.0,0.34696732182835316,0.3584550603326779,Grid1
ENSMUSG00000025140,0.3521540029415493,0.0,0.0,0.34639422070514925,0.3578872348274405,Pycr1
ENSMUSG00000052909,0.35159013970213887,0.0,0.0,0.34582776969385626,0.35732598986451153,Gm9894
ENSMUSG00000097189,0.3504211368984706,0.0,0.0,0.34465341529497173,0.35616240208206434,Gm26594
ENSMUSG00000032014,0.3487938073086494,0.0,0.0,0.3430186659860227,0.35454258091612545,Oaf
ENSMUSG00000024524,0.3484498597065308,0.0,0.0,0.3426731546521632,0.3542002158552589,Gnal
ENSMUSG00000048351,0.34844116274833514,0.0,0.0,0.3426644181741622,0.3541915588927564,Coa7
ENSMUSG00000091514,0.3480848777302605,0.0,0.0,0.3423065150219579,0.35383691151602303,Gm17484
ENSMUSG00000022454,0.3474901676624716,0.0,0.0,0.3417091077041757,0.35324493131043455,Nell2
ENSMUSG00000061143,0.3463844286066049,0.0,0.0,0.34059836609438165,0.35214425561269114,Maml3
ENSMUSG00000038085,0.34453686427745134,0.0,0.0,0.33874247910348054,0.3503051160298324,Cnbd2
ENSMUSG00000074647,0.3443854959372176,0.0,0.0,0.3385904308976536,0.3501544359457954,Fam83c
ENSMUSG00000016510,0.3436833378034434,0.0,0.0,0.33788512300329676,0.34945546654768,Mtif3
ENSMUSG00000097045,0.3432346839524985,0.0,0.0,0.3374344599782717,0.34900884682031813,Gm26641
ENSMUSG00000035441,0.34198376554923604,0.0,0.0,0.3361779537183118,0.347763586025206,Myo1d
ENSMUSG00000099061,0.34144589563127453,0.0,0.0,0.33563768748765754,0.3472281424966822,Gm28050
ENSMUSG00000019362,0.34092931360382916,0.0,0.0,0.33511880758638435,0.3467138872774505,D8Ertd738e
ENSMUSG00000064165,0.3407099205486709,0.0,0.0,0.334898439687563,0.34649548136864383,Krt39
ENSMUSG00000030946,0.3401537843152851,0.0,0.0,0.33433983518554694,0.3459418446277217,Lhpp
ENSMUSG00000028532,0.3400468510013976,0.0,0.0,0.33423242774369777,0.345835391451713,Cachd1
ENSMUSG00000063281,0.339866118035673,0.0,0.0,0.33405089377559744,0.345655469650569,Zfp35
ENSMUSG00000098768,0.3394987345560343,0.0,0.0,0.3336818833946302,0.3452897337470659,Gm27207
ENSMUSG00000075334,0.33918614320875107,0.0,0.0,0.33336790918821657,0.3449785428688807,Rprm
ENSMUSG00000022913,0.339163715793912,0.0,0.0,0.3333453826073398,0.3449562158841955,Psmg1
ENSMUSG00000042499,0.33895159455870083,0.0,0.0,0.3331323237761554,0.3447450442054797,Hoxd11
ENSMUSG00000047907,0.33817784003176593,0.0,0.0,0.33235515421827294,0.34397474840460535,Tshz2
ENSMUSG00000097827,0.3380462652120347,0.0,0.0,0.33222299946857403,0.3438437609554825,5330439K02Rik
ENSMUSG00000043219,0.3375099110608108,0.0,0.0,0.33168428364525604,0.3433097988387812,Hoxa6
ENSMUSG00000026167,0.33739032691190296,0.0,0.0,0.3315641734619594,0.34319074750062983,Wnt10a
ENSMUSG00000028661,0.33715293463908386,0.0,0.0,0.33132573749245464,0.3429544123839727,Epha8
ENSMUSG00000079330,0.3367951900114727,0.0,0.0,0.3309664214441562,0.3425982594786975,Lemd1
ENSMUSG00000001661,0.3360201722129074,0.0,0.0,0.3301880051176992,0.3418266842658172,Hoxc6
ENSMUSG00000029646,0.33564853001914036,0.0,0.0,0.32981473605100176,0.34145669010888197,Cdx2
ENSMUSG00000026321,0.3355406687713862,0.0,0.0,0.32970640297947656,0.34134930683175485,Tnfrsf11a
ENSMUSG00000054000,0.3353223061460046,0.0,0.0,0.3294870856280591,0.34113191138274884,Tusc1
ENSMUSG00000033126,0.33479157902209944,0.0,0.0,0.32895404068185274,0.3406035323759207,Ybey
ENSMUSG00000018543,0.33468082223137935,0.0,0.0,0.3288428006567922,0.3404932651478647,1700001P01Rik
ENSMUSG00000073409,0.3343043344842419,0.0,0.0,0.32846467149652653,0.3401184403411271,H2-Q6
ENSMUSG00000050328,0.3336191822558117,0.0,0.0,0.3277765369410061,0.339436309679015,Hoxc12
ENSMUSG00000001773,0.3335513976785439,0.0,0.0,0.3277084576483802,0.3393688237035824,Folh1
ENSMUSG00000030077,0.33333109547191014,0.0,0.0,0.3274871980257643,0.33914949154958,Chl1
ENSMUSG00000078193,0.33304458284730304,0.0,0.0,0.32719944119873473,0.3388642395744052,Gm2000
ENSMUSG00000038560,0.33304076545312095,0.0,0.0,0.327195607234552,0.3388604389694533,Sp6
ENSMUSG00000028447,0.3328879652939962,0.0,0.0,0.3270421439802864,0.3387083106827038,Dctn3
ENSMUSG00000024517,0.332361731818627,0.0,0.0,0.326513629209234,0.33818438876192436,Grp
ENSMUSG00000039578,0.33167151346903906,0.0,0.0,0.32582042421043544,0.3374971968217728,Ccser1
ENSMUSG00000036114,0.33149690236811796,0.0,0.0,0.3256450585455283,0.33732335035629873,Rpp25l
ENSMUSG00000031772,0.3310664788473738,0.0,0.0,0.32521277671310916,0.3368948099960774,Cntnap4
ENSMUSG00000015943,0.330914073562717,0.0,0.0,0.325059714019952,0.3367430709260496,Bola1
ENSMUSG00000028890,0.3307319208769016,0.0,0.0,0.3248767760109679,0.3365617140935721,Mtf1
ENSMUSG00000060534,0.330030590265546,0.0,0.0,0.3241724258120597,0.33586344366627674,Dcc
ENSMUSG00000038700,0.3299613215445041,0.0,0.0,0.32410285920612225,0.3357944768443002,Hoxb5
ENSMUSG00000058589,0.3292535367091761,0.0,0.0,0.32339203422691554,0.3350897732162925,Anks1b
ENSMUSG00000028603,0.32911189128022017,0.0,0.0,0.32324978118360453,0.33494874362974647,Scp2
ENSMUSG00000027199,0.32910517665905886,0.0,0.0,0.3232430377654068,0.3349420581957525,Gatm
ENSMUSG00000022129,0.32891522681978425,0.0,0.0,0.3230522735337471,0.33475293378844595,Dct
ENSMUSG00000017724,0.3288414431762294,0.0,0.0,0.3229781736781148,0.33467947064680953,Etv4
ENSMUSG00000039637,0.32846320357093267,0.0,0.0,0.32259831419289625,0.33430287292710453,Coro7
ENSMUSG00000040287,0.3283456463902708,0.0,0.0,0.3224802539370336,0.33418582566596794,Stac3
ENSMUSG00000038034,0.32827592406880524,0.0,0.0,0.3224102333314812,0.3341164056890161,Igsf8
ENSMUSG00000027261,0.32795806861039234,0.0,0.0,0.3220910188460884,0.3337999277790073,Hao1
ENSMUSG00000028093,0.32795606295780355,0.0,0.0,0.3220890046223405,0.3337979308145012,Acp6
ENSMUSG00000021947,0.3274548578127859,0.0,0.0,0.3215856592416137,0.33329889514532035,Cryl1
ENSMUSG00000028967,0.32722123407405995,0.0,0.0,0.32135103902111295,0.33306628153241236,Errfi1
ENSMUSG00000029410,0.3271066734708105,0.0,0.0,0.3212359900427113,0.33295221599822916,Ppef2
ENSMUSG00000025082,0.3271002983205484,0.0,0.0,0.3212295877200901,0.33294586839289897,Vwa2
ENSMUSG00000030792,0.3270201537364677,0.0,0.0,0.32114910158710824,0.3328660700420683,Dkkl1
ENSMUSG00000041730,0.3266951048115022,0.0,0.0,0.3208226682839611,0.332542424505098,Prrxl1
ENSMUSG00000030519,0.32622733577915547,0.0,0.0,0.32035290947918754,0.33207667263295915,Apba2
ENSMUSG00000096926,0.32603014904997796,0.0,0.0,0.32015488483266086,0.33188033537742084,Gm26823
ENSMUSG00000048349,0.32584562804094347,0.0,0.0,0.31996958019247673,0.33169660881947005,Pou4f1
ENSMUSG00000026926,0.3257792475676812,0.0,0.0,0.3199029179219397,0.3316305140372989,Pmpca
ENSMUSG00000048174,0.3256890424255165,0.0,0.0,0.31981232993566583,0.3315406970317807,Tmem81
ENSMUSG00000087040,0.325623835399427,0.0,0.0,0.31974684622811284,0.33147577051384874,Gm14033
ENSMUSG00000039860,0.3252388930568075,0.0,0.0,0.3193602716715914,0.3310924829901529,Srrm3
ENSMUSG00000058656,0.32490219702833534,0.0,0.0,0.3190221496049831,0.33075723279206853,Samd12
ENSMUSG00000020672,0.32470130033557404,0.0,0.0,0.3188204027498921,0.33055719808015704,Sntg2
ENSMUSG00000050600,0.32416593839357966,0.0,0.0,0.31828277784489445,0.3300241306289235,Zfp831
ENSMUSG00000037942,0.32402719715396583,0.0,0.0,0.3181434507665869,0.329885983406382,Crp
ENSMUSG00000022389,0.32391350196674734,0.0,0.0,0.31802927568779343,0.3297727748151288,Tef
ENSMUSG00000028756,0.3237429379603445,0.0,0.0,0.31785799207451765,0.32960294047749067,Pink1
ENSMUSG00000036330,0.3236120750739836,0.0,0.0,0.31772657734009535,0.3294726371623366,Slc18a1
ENSMUSG00000101298,0.323369289454919,0.0,0.0,0.31748276849431006,0.3292308891060698,Gm28308
ENSMUSG00000061762,0.3232848088320476,0.0,0.0,0.31739793200803207,0.3291467693373505,Tac1
ENSMUSG00000038541,0.3230749214565002,0.0,0.0,0.31718716091765936,0.32893777808101277,Srd5a2
ENSMUSG00000065979,0.32300984450133324,0.0,0.0,0.3171218100790522,0.3288729788568394,Cpped1
ENSMUSG00000054160,0.3227482002675254,0.0,0.0,0.31685906525137797,0.32861245069325246,Nkx2-4
ENSMUSG00000029923,0.32258267793999407,0.0,0.0,0.3166928471289163,0.3284476339572518,Rab19
ENSMUSG00000021340,0.3224245938480081,0.0,0.0,0.31653409884731903,0.32829022341549924,Gpld1
ENSMUSG00000016356,0.32195381129090767,0.0,0.0,0.3160613402538299,0.3278214447958396,Col20a1
ENSMUSG00000022856,0.3218872058213828,0.0,0.0,0.3159944554545169,0.32775512260647016,Tmem41a
ENSMUSG00000038151,0.32187016596353785,0.0,0.0,0.315977344144384,0.32773815521166483,Prdm1
ENSMUSG00000104781,0.32111950577388876,0.0,0.0,0.31522354005739595,0.3269906834940496,Gm43303
ENSMUSG00000024256,0.3211013595033607,0.0,0.0,0.3152053178791803,0.32697261420990403,Adcyap1
ENSMUSG00000020308,0.3202291607025585,0.0,0.0,0.3143294757087523,0.32610411069042816,Tpgs1
ENSMUSG00000020889,0.319737261357849,0.0,0.0,0.31383552601980164,0.3256142910224232,Nr1d1
ENSMUSG00000020309,0.31972707602360495,0.0,0.0,0.3138252982646107,0.3256041487169103,Chac2
ENSMUSG00000029348,0.31933365856411666,0.0,0.0,0.31343024330703995,0.32521239224480963,Asphd2
ENSMUSG00000078772,0.31919021146955834,0.0,0.0,0.3132861996595388,0.32506955027416923,Gm12353
ENSMUSG00000028222,0.31917238532448877,0.0,0.0,0.3132682993999179,0.3250517993090015,Calb1
ENSMUSG00000059182,0.31909718958188277,0.0,0.0,0.3131927910672592,0.3249769206509756,Skap2
ENSMUSG00000031487,0.31900444340719375,0.0,0.0,0.3130996594478744,0.32488456546580075,Brf2
ENSMUSG00000101011,0.31859497094548234,0.0,0.0,0.3126884866131975,0.32447681787424615,Gm29398
ENSMUSG00000040276,0.31827192403071186,0.0,0.0,0.31236409977773877,0.32415513022630854,Pacsin1
ENSMUSG00000036251,0.31796272544750703,0.0,0.0,0.31205362000380593,0.32384723136671323,Trpm8
ENSMUSG00000096972,0.3177855934586019,0.0,0.0,0.3118757546220178,0.32367084339477986,Gm26883
ENSMUSG00000100691,0.3169611494310665,0.0,0.0,0.31104790253756376,0.32284985694068175,2010320M18Rik
ENSMUSG00000028621,0.31693503648649474,0.0,0.0,0.3110216817948539,0.32282385336442365,Cyb5rl
ENSMUSG00000106379,0.3168495005082796,0.0,0.0,0.3109357927743739,0.3227386755725471,Lhfpl3
ENSMUSG00000086559,0.316628816564814,0.0,0.0,0.31071419842331033,0.3225189153139849,Gm14426
ENSMUSG00000045817,0.31658227263241334,0.0,0.0,0.3106674625610799,0.32247256611271635,Zfp36l2
ENSMUSG00000027102,0.31656982448159504,0.0,0.0,0.3106549630835744,0.3224601700378521,Hoxd8
ENSMUSG00000107287,0.31656564833494183,0.0,0.0,0.3106507697181333,0.322456011361359,Gm43458
ENSMUSG00000051359,0.3163550891275544,0.0,0.0,0.31043934264659717,0.3222463326958746,Ncald
ENSMUSG00000008482,0.31627098815069554,0.0,0.0,0.310354895193412,0.32216258326108016,Rnf151
ENSMUSG00000028226,0.31557029772504674,0.0,0.0,0.30965132171701715,0.3214648181364376,Mmp16
ENSMUSG00000078650,0.31514029320133347,0.0,0.0,0.309219551112131,0.32103660566195424,G6pc
ENSMUSG00000107598,0.3145197042062378,0.0,0.0,0.30859641758560524,0.3204185987288188,Gm35216
ENSMUSG00000001815,0.3141856217174649,0.0,0.0,0.3082609674010424,0.3200859041656033,Evx2
ENSMUSG00000096199,0.31361069446465983,0.0,0.0,0.3076836899108015,0.31951336200630953,Ptrhd1
ENSMUSG00000029480,0.3134680855469204,0.0,0.0,0.3075404986993707,0.3193713440364922,Dhx37
ENSMUSG00000029120,0.3133771053176562,0.0,0.0,0.3074491471243973,0.319280740675798,Ppp2r2c
ENSMUSG00000022820,0.31329529133661543,0.0,0.0,0.3073669993039961,0.31919926550169464,Ndufb4
ENSMUSG00000040680,0.3130052020951677,0.0,0.0,0.3070757270746552,0.31891037687048834,Kremen2
ENSMUSG00000032852,0.31284388587553774,0.0,0.0,0.3069137534859029,0.31874972782550814,Rspo4
ENSMUSG00000040345,0.3124322185469583,0.0,0.0,0.30650041015571355,0.3183397615405833,Arhgap9
ENSMUSG00000050150,0.3122794619426452,0.0,0.0,0.3063470322097728,0.3181876355771584,Slc9b1
ENSMUSG00000063297,0.3115615742514085,0.0,0.0,0.3056262286161678,0.31747270754101803,Luzp2
ENSMUSG00000021118,0.311390047185153,0.0,0.0,0.30545400585149174,0.3173018866394335,Plek2
ENSMUSG00000028927,0.31108967161078416,0.0,0.0,0.3051524129162393,0.3170027467656808,Padi2
ENSMUSG00000069272,0.3109323550512901,0.0,0.0,0.30499445926006463,0.31684607691377215,Hist1h2ae
ENSMUSG00000022419,0.3107486846687011,0.0,0.0,0.3048100454670932,0.3166631611675263,Deptor
ENSMUSG00000097147,0.31044541808907267,0.0,0.0,0.30450555238317084,0.31636113963973644,Gm26780
ENSMUSG00000061894,0.31008141770461667,0.0,0.0,0.3041400814710725,0.3159986320643661,Zscan20
ENSMUSG00000092232,0.31001392434347436,0.0,0.0,0.3040723156352483,0.31593141531168845,Gm20521
ENSMUSG00000030041,0.30990800472030516,0.0,0.0,0.3039659685295355,0.3158259296598185,M1ap
ENSMUSG00000029830,0.3098091405406463,0.0,0.0,0.30386670547611977,0.3157274704120678,Svopl
ENSMUSG00000028436,0.3097311792747024,0.0,0.0,0.30378842976152315,0.315649828373152,Dcaf12
ENSMUSG00000058258,0.3096265858447188,0.0,0.0,0.3036834145908427,0.31554566309609705,Idi1
ENSMUSG00000057132,0.3095163608742458,0.0,0.0,0.3035727453284989,0.3154358891768682,Rpgrip1
ENSMUSG00000062257,0.3094846866378755,0.0,0.0,0.30354094345012494,0.31540434452523375,Opcml
ENSMUSG00000031662,0.3092876347163749,0.0,0.0,0.30334309773899715,0.31520809848309583,Snx20
ENSMUSG00000047675,0.30913942436470615,0.0,0.0,0.3031942906852502,0.3150604939307485,Rps8
