,Notochord_corr,Notochord_pval,Notochord_qval,Notochord_ci_low,Notochord_ci_high,gene_annotation
ENSMUSG00000032344,0.029104928687153978,3.373090630075619e-18,3.656018062405818e-18,0.022549236243285444,0.03565811827490529,Mb21d1
ENSMUSG00000029363,0.02902319126119246,4.1823353782905676e-18,4.532740275791914e-18,0.022467471159060143,0.03557641552428725,Rfc5
ENSMUSG00000030298,0.02898500045908361,4.623454509392684e-18,5.010153820656273e-18,0.02242926746403105,0.035538240893776746,Sec13
ENSMUSG00000038733,0.028971273920772044,4.792971274330578e-18,5.193619504252994e-18,0.02241553629642344,0.03552452016318907,Wdr26
ENSMUSG00000037750,0.02889677278149101,5.825799082975807e-18,6.3125036005658694e-18,0.022341010074661192,0.03545005050238575,Fam222b
ENSMUSG00000000441,0.02886453233030972,6.338191432270325e-18,6.867399648945323e-18,0.02230875879159559,0.035417823650989076,Raf1
ENSMUSG00000022285,0.028788059244421724,7.738250848599757e-18,8.383617281564789e-18,0.02223226006746901,0.035341382768752594,Ywhaz
ENSMUSG00000024491,0.028779334592561396,7.916211237114326e-18,8.575753242625402e-18,0.02222353249547526,0.03533266178606523,Rbm27
ENSMUSG00000040351,0.028779330538384815,7.916294863590018e-18,8.575753242625402e-18,0.022223528439941985,0.035332657733593405,Ankib1
ENSMUSG00000027288,0.02877009574274904,8.109063987992055e-18,8.784193206846722e-18,0.022214290554517152,0.03532342682058494,Zfp106
ENSMUSG00000021998,0.028749290327165968,8.560500111537556e-18,9.271577870151753e-18,0.022193478181935206,0.03530263014822029,Lcp1
ENSMUSG00000002660,0.028741926763447945,8.726145581264255e-18,9.450148926434652e-18,0.022186112157320425,0.03529526967758891,Clpp
ENSMUSG00000018379,0.028679910245305074,1.0252728612159107e-17,1.1102901944501164e-17,0.022124074941550234,0.035233279181458715,Srsf1
ENSMUSG00000027201,0.028669633185236885,1.052999232759873e-17,1.1401648142324322e-17,0.022113794456453544,0.035223006428754436,Myef2
ENSMUSG00000030224,0.028666759246962437,1.0608843238512798e-17,1.148651963273797e-17,0.022110919560631794,0.03522013369476909,Strap
ENSMUSG00000007850,0.028624338341594904,1.1842815920794296e-17,1.2821448826498878e-17,0.022068484533952142,0.03517773055277229,Hnrnph1
ENSMUSG00000053799,0.028615801213159986,1.2107755980897281e-17,1.3107704256933288e-17,0.0220599445664847,0.03516919699633065,Exoc6
ENSMUSG00000051279,0.028585543119047752,1.3094746952443003e-17,1.4175583208835124e-17,0.022029676417710763,0.03513895155471727,Gdf6
ENSMUSG00000048578,0.028570411009941052,1.3617710324119421e-17,1.4741061852554122e-17,0.02201453928476378,0.0351238257686374,Mlec
ENSMUSG00000047824,0.02855998054798662,1.3990130673278307e-17,1.5142868592793237e-17,0.022004105361659716,0.03511339966335518,Pygo2
ENSMUSG00000068587,0.0284289548258914,1.9618303553605536e-17,2.1231039310976468e-17,0.021873036282829203,0.03498242854753703,Mgam
ENSMUSG00000025470,0.028425347770371718,1.9801337700569225e-17,2.142817538894462e-17,0.0218694280369133,0.03497882299210992,Zfp511
ENSMUSG00000050310,0.028425042432455333,1.9816908701667826e-17,2.1444080499067763e-17,0.021869122598237496,0.034978517781168825,Rictor
ENSMUSG00000026349,0.028410583885693022,2.056823153540609e-17,2.2256113735446906e-17,0.02185465928165491,0.03496406524561785,Ccnt2
ENSMUSG00000009471,0.028405682963305073,2.0829226288363857e-17,2.253753311144989e-17,0.021849756743093803,0.03495916636019026,Myod1
ENSMUSG00000063236,0.028356306184254984,2.364799061097196e-17,2.5582968296126175e-17,0.021800363698693984,0.034909810085939304,1110038F14Rik
ENSMUSG00000001155,0.028354801811596997,2.37395324443824e-17,2.568086890088459e-17,0.02179885883097858,0.0349083063375035,Ftcd
ENSMUSG00000032103,0.02824027593883602,3.183865005457102e-17,3.4434718124304114e-17,0.021684295357377006,0.03479382789881969,Pus3
ENSMUSG00000024217,0.028239973418351806,3.186329791869177e-17,3.44598577437988e-17,0.02168399273779804,0.03479352550340501,Snrpc
ENSMUSG00000004880,0.028195911980464703,3.566172233739934e-17,3.8566119315853785e-17,0.021639916879809786,0.03474948226880266,Lbr
ENSMUSG00000078572,0.02815152199825935,3.993955812425309e-17,4.319045239018067e-17,0.02159551239574981,0.03470511059987344,Ndufaf8
ENSMUSG00000055760,0.028118030292187186,4.3498543180011993e-17,4.7034978955150816e-17,0.021562009765323062,0.03467163269384638,Gemin6
ENSMUSG00000034685,0.02808446282430978,4.737910237726566e-17,5.1226515834359106e-17,0.02152843136315316,0.03463807904247345,Fam171a2
ENSMUSG00000020810,0.028080789326786707,4.782396872347555e-17,5.1705230529691824e-17,0.021524756669920105,0.03463440705607979,Cygb
ENSMUSG00000035357,0.02805913107237739,5.053181799700718e-17,5.462562502036458e-17,0.02150309136942928,0.03461275770740998,Pdzrn3
ENSMUSG00000074825,0.028013469151544776,5.674594323198231e-17,6.133778278733951e-17,0.021457414613576087,0.034567114542321975,Itpripl1
