,Cardiomyocytes_corr,Cardiomyocytes_pval,Cardiomyocytes_qval,Cardiomyocytes_ci_low,Cardiomyocytes_ci_high,gene_annotation
ENSMUSG00000002100,0.8719241668634208,0.0,0.0,0.8703423713189807,0.8734879701470241,Mybpc3
ENSMUSG00000031972,0.8690180353448754,0.0,0.0,0.8674028901393602,0.870614869836768,Acta1
ENSMUSG00000005716,0.8684009298034733,0.0,0.0,0.86677871743838,0.8700047643210667,Pvalb
ENSMUSG00000050503,0.868233807592646,0.0,0.0,0.8666096822004649,0.869839536985776,Fbxl22
ENSMUSG00000029019,0.8676226955245729,0.0,0.0,0.8659915779824594,0.869235350799868,Nppb
ENSMUSG00000015365,0.8670944968711529,0.0,0.0,0.8654573398637299,0.8687131344697798,Mov10l1
ENSMUSG00000029683,0.8669742368356924,0.0,0.0,0.8653357052858643,0.8685942359841274,Lmod2
ENSMUSG00000060187,0.8660210447370373,0.0,0.0,0.8643716252654592,0.8676518290556949,Lrrc10
ENSMUSG00000032495,0.8648910826167693,0.0,0.0,0.863228771759086,0.8665346370410201,Lrrc2
ENSMUSG00000026163,0.8623075113493692,0.0,0.0,0.8606157893492455,0.8639802017589924,Sphkap
